item,category
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/MINES-ParisTech-la-start-up-Yespark-un-exemple-d-accompagnement-entrepreneurial-etudiant-reussi/179",presse
"https://www.minesparis.psl.eu/Recherche/Presentation-et-organisation/Institut-Carnot-M.I.N.E.S/",recherche
"https://www.minesparis.psl.eu/Actualites/&?id=2128",actus
"https://www.minesparis.psl.eu/Vous-etes/Candidat-a-un-poste/Offres-de-postes/12-lancement-AO-CR-CEMEF-Fluides-complexes-et-milieux-divises-pour-industrie.pdf/",other
"https://www.minesparis.psl.eu/Actualites/Robin-Girard-elu-au-comite-de-pilotage-de-l-OFATE/4227",actus
"https://www.minesparis.psl.eu/Actualites/CITIM-en-Algerie/3742",actus
"https://www.minesparis.psl.eu/Actualites/&?id=4795",actus
"https://www.minesparis.psl.eu/Actualites/Le-Centre-PERSEE-a-la-une-pour-ses-travaux-sur-les-plasmas-triphases/1654",actus
"https://www.minesparis.psl.eu/Actualites/&?id=2133",actus
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/Lizeth-Katherine-SANCHEZ-CABALLERO-2022/107473",formation
"https://www.minesparis.psl.eu/WebTV/&?idv=vYdMzMZsfos",webtv
"https://www.minesparis.psl.eu/WebTV//&?title=La-chaire-industrielle-ANR-DIGIMU&idv=P19VZXYV30g",webtv
"https://www.minesparis.psl.eu/Recherche/Centres-de-recherche-et-Instituts/Centre-de-robotique-CAOR/",recherche
"https://www.minesparis.psl.eu/WebTV/&?idv=W9cFeGairmg",webtv
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/MINES-ParisTech-s-installe-a-Versailles-Satory/343",presse
"https://www.minesparis.psl.eu/Actualites/Images-scientifiques-ou-uvres-d-art/1233",actus
"https://www.minesparis.psl.eu/Formation/Doctorat/Soutenances-a-venir/Detail/&?id=116083",formation
"https://www.minesparis.psl.eu/Formation/Masteres-Specialises/Masteres-Specialises-temps-plein/DMS/",formation
"https://www.minesparis.psl.eu/Recherche/Chaires-industrielles/etilab/",recherche
"https://www.minesparis.psl.eu/Actualites/&?id=3473",actus
"https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/&?id=43032",formation
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/Joseph-GESNOUIN-2022/118764",formation
"https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/&?id=43036",formation
"https://www.minesparis.psl.eu/Donnees/data19/1955-CHARTE-ERASMUS-MINES-PT-2021-2027-signA-e.pdf",data
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/&?annee=2022&id=116643",formation
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/&?annee=2022&id=107748",formation
"https://www.minesparis.psl.eu/WebTV/&?idv=ocU76MfIvqE",webtv
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/a.pelissero@criteo.com",presse
"https://www.minesparis.psl.eu/Formation/Formation-continue/Executive-Masteres-specialises/Liste-des-executive-MS/",formation
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/Kevin-BELLINGUER-2022/100692",formation
"https://www.minesparis.psl.eu/WebTV//&?title=ConfA-copy-rence-A-copy-thique-et-intelligence-artificielle-Elise-Berlinski&idv=dZ4Ugg4w-2E",webtv
"https://www.minesparis.psl.eu/Entreprise/Recrutez-nos-etudiants/Proposez-un-stage-ou-un-emploi/",other
"https://www.minesparis.psl.eu/Actualites/&?id=3482",actus
"https://www.minesparis.psl.eu/Ecole/Ecole-engagee/",ecole
"https://www.minesparis.psl.eu/Actualites/&?id=2153",actus
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/Phuong-Anh-DANG-2022/104023",formation
"https://www.minesparis.psl.eu/Actualites/Quelle-empreinte-environnementale-pour-notre-avenir-energetique/4863",actus
"https://www.minesparis.psl.eu/Donnees/data07/763-IMG_8758-BDEF.jpg",data
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/MINES-ParisTech-ouvre-ses-portes-au-public-a-l-occasion-des-Journees-Europeennes-du-Patrimoine-2015/173",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/mmazau@amalthea.fr",presse
"https://www.minesparis.psl.eu/Actualites/Nathalie-Bozzolo-Medaille-Portevin-2018/3511",actus
"https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/&?id=43060",formation
"https://www.minesparis.psl.eu/Actualites/Agents-conversationnels-et-sante/2716",actus
"https://www.minesparis.psl.eu/Donnees/data20/2021-visuel_campagne.jpg",data
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/Amar-EL-OUAZANI-TUHAMI-2022/106547",formation
"https://www.minesparis.psl.eu/WebTV/&?title=Bio-based-aerogels-new-eco-friendly-porous-materials-for-thermal-insulation-and-controlled-release&idv=vYdMzMZsfos",webtv
"https://www.minesparis.psl.eu/Donnees/data25/2599-ITS-DRIVE4ALL-2.jpg",data
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/&?annee=2022&id=102072",formation
"https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/&?id=43091",formation
"https://www.minesparis.psl.eu/WebTV/&?idv=porEevKz1GY",webtv
"https://www.minesparis.psl.eu/WebTV/&?idv=B3Qg-uCOfeI",webtv
"https://www.minesparis.psl.eu/Outils/styles/chaine-impression.css",outils
"https://www.minesparis.psl.eu/Actualites/&?id=2176",actus
"https://www.minesparis.psl.eu/WebTV/&?idv=jFEmZq_vF_k",webtv
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/L-ultra-marathonien-Philippe-Fuchs-repart-sur-les-routes-en-bande-connecte-et-geolocalise-grace-a-une-spin-off-de-MINES-ParisTech/36",presse
"https://www.minesparis.psl.eu/Recherche/Centres-de-recherche-et-Instituts/Centre-automatique-et-systemes-CAS/",recherche
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/Glwadys-GARCIN-2022/107748",formation
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=308",presse
"https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/&?id=40805",formation
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/La-conception-innovante-une-solution-a-la-reindustrialisation-de-la-France/88",presse
"https://www.minesparis.psl.eu/Actualites/&?id=5205",actus
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=301",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=302",presse
"https://www.minesparis.psl.eu/Ecole/Partenaires-et-reseaux/ParisTech/",ecole
"https://www.minesparis.psl.eu/WebTV/&?idv=ylkTIvROysg",webtv
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/Journees-europeennes-du-Patrimoine-2021-Re-decouvrez-Mines-Paris-PSL-une-ecole-d-8217-excellence-dans-un-lieu-d-8217-exception/467",presse
"https://www.minesparis.psl.eu/WebTV/&?idv=MAZk_FLNvPg",webtv
"https://www.minesparis.psl.eu/Donnees/data37/3702-Photo-PhA-nix.jpg",data
"https://www.minesparis.psl.eu/Donnees/data11/1173-1160-7Mines-scolarite-2008125.jpg",data
"https://www.minesparis.psl.eu/Donnees/data09/952-535-MINESPARIS0117.jpg",data
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/Nouvelle-filiale-MINES-PSL-Exed-Laurent-Amice-nomme-Directeur-general/372",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=319",presse
"https://www.minesparis.psl.eu/Outils/styles/tete-impression.css",outils
"https://www.minesparis.psl.eu/Ecole/Recrutement/Offres-de-postes/3727",ecole
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=310",presse
"https://www.minesparis.psl.eu/Donnees/data03/341-1.-GEOSCIENCES.jpg",data
"https://www.minesparis.psl.eu/Donnees/data24/2405-A-Hatchuel-fellow-DS.jpg",data
"https://www.minesparis.psl.eu/Actualites/Prix-Scientifique-ESAFORM-2013/673",actus
"https://www.minesparis.psl.eu/Formation/Masteres-Specialises/Executive-Masteres-specialises/",formation
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/MINES-ParisTech-rejoint-le-PRES-PSL-Paris-Sciences-et-Lettres-Research-University/37",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/Yannick-Vimont-nomme-directeur-adjoint-de-MINES-ParisTech-en-charge-de-la-Recherche/251",presse
"https://www.minesparis.psl.eu/WebTV/&?idv=zJ636wwEmO0",webtv
"https://www.minesparis.psl.eu/Actualites/Questions-a-Jerome-Bodillard/613",actus
"https://www.minesparis.psl.eu/Donnees/data05/527-4.-CEMEF-2.png",data
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=323",presse
"https://www.minesparis.psl.eu/Formation/Corps-des-mines/Presentation/admission.pdf/",formation
"https://www.minesparis.psl.eu/Actualites/&?id=5229",actus
"https://www.minesparis.psl.eu/Outils/styles/standard.css",outils
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=326",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/Le-doctorant-du-mois-Edgar-Hemery-etudiant-entrepreneur-inventeur-de-nouvelles-interfaces-musicales-a-la-frontiere-entre-art-et-sciences/200",presse
"https://www.minesparis.psl.eu/Actualites/i3-Institut-Interdisciplinaire-de-l-Innovation-une-initiative-modele-rapprochant-Mines-et-Telecom/131",actus
"https://www.minesparis.psl.eu/Entreprise/Soutenez-Mines-Paris-PSL/Taxe-d-apprentissage/",other
"https://www.minesparis.psl.eu/Ecole/Delegation-de-signature/DeI-leI-gation_K-RAGIL_Mai21.pdf/",ecole
"https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/&?id=26551",formation
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/ClassGift-Les-eleves-du-Cycle-Ingenieur-Civil-de-MINES-ParisTech-se-mobilisent-pour-la-transition-energetique/335",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=335",presse
"https://www.minesparis.psl.eu/Actualites/L-inimaginable-croissance-du-sapin-de-Noel/4203",actus
"https://www.minesparis.psl.eu/Actualites/Paris-Pekin-8201-10-km-en-courant/34",actus
"https://www.minesparis.psl.eu/Outils/javascript/actualite.js",outils
"https://www.minesparis.psl.eu/Ecole/Delegation-de-signature/3625",ecole
"https://www.minesparis.psl.eu/Ecole/Delegation-de-signature/3626",ecole
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=330",presse
"https://www.minesparis.psl.eu/Actualites/&?id=5240",actus
"https://www.minesparis.psl.eu/WebTV/&?idv=KibyEIVZulw",webtv
"https://www.minesparis.psl.eu/Actualites/Cycle-ingenieur-civil-un-parcours-dedie-a-la-transition/5726",actus
"https://www.minesparis.psl.eu/Donnees/data40/4001-delegation-signature-CERNA-06-2022-OK.pdf",data
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=343",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=347",presse
"https://www.minesparis.psl.eu/Actualites/Une-ecole-tres-prisee-par-les-recruteurs/2691",actus
"https://www.minesparis.psl.eu/Formation/Doctorat/Soutenances-a-venir/Detail/&?id=104027",formation
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=349",presse
"https://www.minesparis.psl.eu/Donnees/data24/2414-D.Depriester_prix-these_web.jpg",data
"https://www.minesparis.psl.eu/Actualites/&?id=5252",actus
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=341",presse
"https://www.minesparis.psl.eu/Outils/javascript/session.js",outils
"https://www.minesparis.psl.eu/WebTV/&?idv=DELluOwuwYY",webtv
"https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/Jumeau-Numerique-et-Interaction-Fluide-Structure-pour-parcs-photovoltaiques/31248",formation
"https://www.minesparis.psl.eu/WebTV//&?title=Certificat-exA-copy-cutif-digital-native-3-questions-A-nbsp-...&idv=NmhoF4zZ6ag",webtv
"https://www.minesparis.psl.eu/Actualites/Quand-Netflix-bouscule-le-PAF/1359",actus
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=354",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=358",presse
"https://www.minesparis.psl.eu/Actualites/Un-prix-Arts-et-Science-pour-Brayan-Murgas/4772",actus
"https://www.minesparis.psl.eu/WebTV/&?idv=C16jkp9usQU",webtv
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/L-Institut-des-Hautes-Etudes-pour-l-Innovation-et-l-Entrepreneuriat-IHEIE-a-lance-son-seminaire-inaugural-les-8-9-novembre-2016-sous-le-Haut-Patronage-du-President-de-la-Republique/215",presse
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/&?annee=2022&id=106384",formation
"https://www.minesparis.psl.eu/Actualites/&?id=5267",actus
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=352",presse
"https://www.minesparis.psl.eu/Recherche/Centres-de-recherche-et-Instituts/Centre-de-mise-en-forme-des-materiaux-CEMEF/",recherche
"https://www.minesparis.psl.eu/Donnees/data05/598-Tous-les-masters-en-association.jpg",data
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/Safran-renouvelle-son-soutien-a-l-Ecole-d-ingenieurs-franco-chinoise-SJTU-ParisTech-SPEIT/380",presse
"https://www.minesparis.psl.eu/Actualites/&?id=5261",actus
"https://www.minesparis.psl.eu/Recherche",other
"https://www.minesparis.psl.eu/Formation/Doctorat/plaquette_doctorat_web.pdf/",formation
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=364",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=367",presse
"https://www.minesparis.psl.eu/Formation/Masteres-Specialises/",formation
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=369",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=368",presse
"https://www.minesparis.psl.eu/Actualites/MINES-ParisTech-ecole-d-elite-en-mode-quot-Montessori-quot/3943",actus
"https://www.minesparis.psl.eu/Donnees/data34/3452-CSI-1.jpg",data
"https://www.minesparis.psl.eu/Services/Annuaire/isabelle-liotta",other
"https://www.minesparis.psl.eu/Actualites/&?id=5276",actus
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=361",presse
"https://www.minesparis.psl.eu/Actualites/Sabri-Takali-docteur-du-Centre-PERSEE-MINES-ParisTech-prime-au-concours-national-Pepite/2686",actus
"https://www.minesparis.psl.eu/Donnees/data37/3760-Equipe-Cahier-vert_21.jpg",data
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/Colette-PEREZ-2022/108163",formation
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=375",presse
"https://www.minesparis.psl.eu/WebTV/&?idv=9xmzxsfpKgc",webtv
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=377",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=379",presse
"https://www.minesparis.psl.eu/WebTV/&?idv=ZOzJqNxg4-8",webtv
"https://www.minesparis.psl.eu/Actualites/Dans-le-Top-25-des-recruteurs/1942",actus
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=372",presse
"https://www.minesparis.psl.eu/Actualites/&?id=5289",actus
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=374",presse
"https://www.minesparis.psl.eu/Outils/styles/tete.css",outils
"https://www.minesparis.psl.eu/Actualites/&?id=5281",actus
"https://www.minesparis.psl.eu/WebTV/&?idv=WVCoh-6Pp8Q",webtv
"https://www.minesparis.psl.eu/Ecole/Vie-associative/Bureau-des-eleves/",ecole
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=388",presse
"https://www.minesparis.psl.eu/Services/Annuaire/philippe-mustar",other
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=381",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=380",presse
"https://www.minesparis.psl.eu/Actualites/Pigment-leve-65-millions-d-8217-euros/5696",actus
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=385",presse
"https://www.minesparis.psl.eu/Actualites/&?id=5292",actus
"https://www.minesparis.psl.eu/WebTV/&?idv=C2uJ2215yfw",webtv
"https://www.minesparis.psl.eu/Actualites/Sante-humaine-et-pollution-atmospherique/973",actus
"https://www.minesparis.psl.eu/Actualites/Pierre-Laffitte-Sophia-Antipolis-et-l-Ecole-des-mines-de-Paris-le-secret-du-succes/1736",actus
"https://www.minesparis.psl.eu/Ecole/Recrutement/Offres-de-postes/3686",ecole
"https://www.minesparis.psl.eu/Actualites/Revetements-projetes-thermiquement-une-equipe-de-MINES-ParisTech-a-l-honneur/558",actus
"https://www.minesparis.psl.eu/WebTV/&?title=MmMquot-Formes-atypiques-de-travail-et-d-emploi-LibertA-copy-ou-prA-copy-caritA-copy-MmMquot-le-dA-copy-brief&idv=NUDV6Og2Y_o",webtv
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/Quatre-projets-d-entrepreneuriat-recompenses-pour-la-premiere-edition-de-Start-Up-Mines/218",presse
"https://www.minesparis.psl.eu/WebTV/&?idv=TYTEJnzGmZ8",webtv
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/Agenda-Invitation-Presse-Mercredi-10-decembre-2014-a-17h-Ecole-MINES-ParisTech-60-boulevard-Saint-Michel-75006-Paris-Conference-de-Jerome-Michalon-auteur-de-l-ouvrage-Panser-avec-les-animaux-Sociologie-du-soin-par-le-contact-animalier/140",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=392",presse
"https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/&?id=43826",formation
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/&?id=395",presse
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/Nouveau-site-web-francais-pour-MINES-ParisTech/77",presse
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/Deniz-KILIC-2022/102741",formation
"https://www.minesparis.psl.eu/Donnees/data00/78-0.-En-bref-rajustA-.jpg",data
"https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/&?id=43820",formation
"https://www.minesparis.psl.eu/Actualites/&?id=1704",actus
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/Ouverture-de-la-premiere-Ecole-Nationale-de-Mode-et-Matiere-de-France-grace-au-partenariat-unique-entre-l-EnsAD-MINES-Paris-Tech-et-l-universite-Paris-Dauphine-sous-l-egide-de-l-universite-Paris-Sciences-et-Lettres/221",presse
"https://www.minesparis.psl.eu/Actualites/Les-Mines-sur-le-podium-avec-Polytechnique-et-CentraleSupelec/5336",actus
"https://www.minesparis.psl.eu/Actualites/-PACTE-un-nouveau-statut-pour-l-entreprise/3719",actus
"https://www.minesparis.psl.eu/Recherche/Centres-de-recherche-et-Instituts/Centre-energetique-et-procedes-CEP/",recherche
"https://www.minesparis.psl.eu/Actualites/&?id=1700",actus
"https://www.minesparis.psl.eu/Actualites/Chloe-Agathe-Azencott-ou-l-8217-intelligence-au-service-des-maths-de-la-sante-et-des-femmes/5267",actus
"https://www.minesparis.psl.eu/Ecole/Partenaires-et-reseaux/Institut-Carnot-M.I.N.E.S/",ecole
"https://www.minesparis.psl.eu/Donnees/data12/1214-La_Lettre_143_octobre_2011.pdf",data
"https://www.minesparis.psl.eu/International/Etudiants-internationaux-admissions/Application-form-2022-2023.pdf/",other
"https://www.minesparis.psl.eu/Actualites/Comment-renforcer-l-autonomie-des-salaries/4233",actus
"https://www.minesparis.psl.eu/884/",other
"https://www.minesparis.psl.eu/Agenda/NFT-Mine-d-or-Acteurs-du-crypto-art/7758",other
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/&?annee=2022&id=117053",formation
"https://www.minesparis.psl.eu/Outils/images/recherche/photo-plan2.jpg",outils
"https://www.minesparis.psl.eu/Actualites/Suivez-les-Debats-du-Developpement-durable/922",actus
"https://www.minesparis.psl.eu/Outils/javascript/lirerequetes.js",outils
"https://www.minesparis.psl.eu/Actualites/Collaboration-avec-le-German-Aerospace-Center-DLR/1580",actus
"https://www.minesparis.psl.eu/WebTV/&?idv=MDL26dsTD8M",webtv
"https://www.minesparis.psl.eu/Actualites/Recompense-internationale-pour-PANORAMA/2060",actus
"https://www.minesparis.psl.eu/Outils/styles/commun.css",outils
"https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/&?id=43830",formation
"https://www.minesparis.psl.eu/882/",other
"https://www.minesparis.psl.eu/Formation/Doctorat/Annuaire-docteurs/Detail/Chiraz-BELHADJ-2022/106133",formation
"https://www.minesparis.psl.eu/WebTV/&?idv=qi0CpsQvdEE",webtv
"https://www.minesparis.psl.eu/Formation/Doctorat/Propositions-de-sujets-de-these/Detail/-Sujet-POURVU-Fissuration-sous-chargement-anisotherme-et-non-proportionnel-en-plasticite-generalisee/43797",formation
"https://www.minesparis.psl.eu/Presse/Communiques-de-presse/A-la-recherche-de-nouveaux-materiaux-pour-l-industrie-aeronautique-MINES-ParisTech-presente-en-video-un-projet-de-recherche-mene-avec-Snecma-Groupe-SAFRAN/105",presse
